class,order,family,genus,species,common_name,count_train,count_validation,count_test
Mammalia,Primates,Cercopithecidae,Presbytis,femoralis,Banded Surili,149,0,0
Mammalia,Perissodactyla,Equidae,,,Equidae Family,149,18,0
Mammalia,Rodentia,Sciuridae,Callosciurus,erythraeus,Pallas's Squirrel,149,5,134
Aves,Caprimulgiformes,,,,Caprimulgiformes Order,148,0,78
Aves,Galliformes,Phasianidae,Syrmaticus,reevesii,Reeves's Pheasant,148,0,0
Mammalia,Diprotodontia,Macropodidae,Macropus,,Macropus Species,146,123,570
Aves,Charadriiformes,Burhinidae,Burhinus,grallarius,Bush Thick-knee,146,0,0
Mammalia,Primates,Cebidae,Cebus,capucinus,Colombian White-throated Capuchin,146,1,0
Mammalia,Carnivora,Viverridae,Paradoxurus,jerdoni,Brown Palm Civet,144,5,0
Aves,Passeriformes,Mimidae,Mimus,polyglottos,Northern Mockingbird,144,1,0
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Brush-tailed Phascogale,143,14,0
Mammalia,Didelphimorphia,Didelphidae,Marmosa,regina,Short-furred Woolly Mouse Opossum,140,0,0
Aves,Passeriformes,Muscicapidae,Chamaetylas,poliocephala,Brown-chested Alethe,140,20,0
Aves,Piciformes,Picidae,Leuconotopicus,villosus,Hairy Woodpecker,139,6,16
Aves,Passeriformes,Pycnonotidae,Eurillas,gracilis,Grey Greenbul,139,0,0
Aves,Accipitriformes,Accipitridae,Morphnus,guianensis,Crested Eagle,138,139,0
Mammalia,Rodentia,Sciuridae,Eutamias,,Eutamias Species,138,4,0
Aves,Columbiformes,Columbidae,Leptotila,cassinii,Grey-chested Dove,138,59,0
Aves,Passeriformes,Mimidae,Oreoscoptes,montanus,Sage Thrasher,138,0,0
Aves,Passeriformes,Pomatostomidae,Pomatostomus,temporalis,Grey-crowned Babbler,137,25,0
Mammalia,Primates,Cebidae,Sapajus,,Sapajus Species,137,5,55
Aves,Strigiformes,Strigidae,Strix,aluco,Tawny Owl,137,14,0
Mammalia,Rodentia,Cricetidae,Neotoma,mexicana,Mexican Woodrat,136,4,0
Mammalia,Carnivora,Canidae,Vulpes,corsac,Corsac Fox,136,9,0
Aves,Piciformes,Bucconidae,Monasa,nigrifrons,Black-fronted Nunbird,135,0,25
Aves,Accipitriformes,Accipitridae,Rupornis,magnirostris,Roadside Hawk,135,12,8
Aves,Pelecaniformes,,,,Pelecaniformes Order,134,8,5
Aves,Anseriformes,Anatidae,Chenonetta,jubata,Maned Duck,133,52,0
Mammalia,Lagomorpha,Leporidae,Lepus,peguensis,Burmese Hare,133,15,0
Aves,Pelecaniformes,Ardeidae,Ardea,cinerea,Grey Heron,131,0,1
Aves,Struthioniformes,Tinamidae,Crypturellus,strigulosus,Brazilian Tinamou,131,14,0
Mammalia,Cetartiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest,130,0,0
Aves,Galliformes,Phasianidae,Perdix,perdix,Grey Partridge,129,0,0
Mammalia,Carnivora,Mustelidae,Mustela,,Mustela Species,129,11,5
Aves,Cathartiformes,Cathartidae,Cathartes,,Cathartes Species,129,0,0
Aves,Cathartiformes,Cathartidae,Cathartes,burrovianus,Lesser Yellow-headed Vulture,129,0,549
Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Aye-aye,129,1,0
Mammalia,Rodentia,Dasyproctidae,,,Dasyproctidae Family,129,12,13
Aves,Passeriformes,Passerellidae,Atlapetes,latinuchus,Rufous-naped Brush Finch,129,6,0
Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied Woodpecker,129,52,10
Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,Small-toothed Palm Civet,127,26,3
Mammalia,Carnivora,Mephitidae,,,Skunk Family,126,43,11
Aves,Gruiformes,Rallidae,Canirallus,oculeus,Grey-throated Rail,126,10,0
Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine Marmot,125,0,0
Aves,Pelecaniformes,Ardeidae,,,Ardeidae Family,124,0,0
Mammalia,Cingulata,Chlamyphoridae,Cabassous,tatouay,Greater Naked-tailed Armadillo,124,19,0
Reptilia,Squamata,Agamidae,Lophognathus,longirostris,Long-snouted Lashtail,124,0,0
Aves,Passeriformes,Paridae,Baeolophus,bicolor,Tufted Titmouse,124,14,0
Mammalia,Carnivora,Mustelidae,Meles,leucurus,Asian Badger,124,0,0
Aves,Bucerotiformes,Bucerotidae,Bucorvus,leadbeateri,Southern Ground-hornbill,121,0,0
Aves,Caprimulgiformes,Aegothelidae,Aegotheles,cristatus,Australian Owlet-nightjar,121,11,300
Aves,Pelecaniformes,Threskiornithidae,Bostrychia,olivacea,Ibis olivâtre,120,0,0
Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,Brazilian Common Opossum,120,5,0
Amphibia,Anura,,,,Frogs,120,6,0
Aves,Cuculiformes,Cuculidae,Neomorphus,rufipennis,Rufous-winged Ground-cuckoo,119,12,0
Mammalia,Rodentia,Echimyidae,Dactylomys,,Dactylomys Species,119,49,0
Aves,Bucerotiformes,Bucerotidae,Bycanistes,bucinator,Trumpeter Hornbill,119,0,0
Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga,119,0,0
Mammalia,Carnivora,Mephitidae,Conepatus,leuconotus,American Hog-nosed Skunk,119,23,0
Aves,Passeriformes,Leiotrichidae,Garrulax,leucolophus,White-crested Laughingthrush,118,15,0
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,thomsonii,Thomson's Gazelle,118,0,0
Aves,Strigiformes,Tytonidae,Tyto,alba,Common Barn Owl,117,3,0
Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Wilson's Snipe,117,1,0
Aves,Gruiformes,Rallidae,Hypotaenidia,philippensis,Buff-banded Rail,117,0,0
Aves,Passeriformes,Corvidae,Cyanocorax,yncas,Green Jay,117,35,0
Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's Squirrel,116,76,0
Mammalia,Rodentia,Gliridae,,,Gliridae Family,115,0,0
Mammalia,Rodentia,Sciuridae,Petaurista,elegans,Spotted Giant Flying Squirrel,115,0,0
Aves,Accipitriformes,Accipitridae,Stephanoaetus,coronatus,Crowned Eagle,114,0,0
Mammalia,Rodentia,Muridae,Zyzomys,argurus,Common Rock Rat,114,0,0
Mammalia,Primates,Galagidae,Galago,matschiei,Spectacled Lesser Galago,114,0,0
Aves,Piciformes,Picidae,Celeus,lugubris,Pale-crested Woodpecker,113,0,0
Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis,Pauraque,113,0,4
Aves,Passeriformes,Grallariidae,Grallaria,andicolus,Stripe-headed Antpitta,113,0,0
Aves,Gruiformes,Rallidae,Aramides,,Aramides Species,112,5,3
Mammalia,Carnivora,Felidae,Catopuma,temminckii,Asiatic Golden Cat,112,4,56
Aves,Gruiformes,Rallidae,Porzana,carolina,Sora,112,4,0
Aves,Galliformes,Phasianidae,Lagopus,leucura,White-tailed Ptarmigan,112,0,0
Aves,Passeriformes,Orthonychidae,Orthonyx,temminckii,Logrunner,111,10,0
Aves,Struthioniformes,Tinamidae,Nothocercus,julius,Tawny-breasted Tinamou,110,18,0
Aves,Galliformes,Cracidae,Penelope,marail,Marail Guan,110,3,0
Aves,Passeriformes,Turdidae,Catharus,,Catharus Species,109,67,0
Mammalia,Carnivora,Mustelidae,Mustela,putorius,Western Polecat,107,23,0
Mammalia,Carnivora,Herpestidae,Herpestes,edwardsii,Indian Grey Mongoose,106,8,0
Aves,Cuculiformes,Cuculidae,Crotophaga,major,Greater Ani,106,40,3
Aves,Galliformes,Cracidae,Penelope,obscura,Dusky-legged Guan,105,0,0
Aves,Gruiformes,Rallidae,,,Rallidae Family,104,7,0
Mammalia,Cetartiodactyla,Cervidae,Hippocamelus,antisensis,Taruca,104,0,0
Aves,Charadriiformes,Laridae,Anous,stolidus,Brown Noddy,103,0,0
Aves,Galliformes,Phasianidae,Tetraogallus,tibetanus,Tibetan Snowcock,103,25,0
Aves,Passeriformes,Pachycephalidae,Pachycephala,olivacea,Olive Whistler,103,3,0
Mammalia,Rodentia,Cricetidae,Tylomys,watsoni,Watson's Climbing Rat,103,15,0
Aves,Coraciiformes,Brachypteraciidae,Atelornis,pittoides,Pitta-like Ground-roller,102,0,0
Aves,Passeriformes,Turdidae,Turdus,albicollis,White-necked Thrush,101,7,0
Amphibia,Anura,Bufonidae,Rhinella,marina,Cane Toad,101,0,0
Aves,Columbiformes,Columbidae,Chalcophaps,longirostris,Brown-capped Emerald Dove,100,6,0
Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Green Heron,99,8,0
Aves,Bucerotiformes,Bucerotidae,Lophoceros,alboterminatus,Crowned Hornbill,99,0,0
Aves,Struthioniformes,Tinamidae,Crypturellus,erythropus,Red-legged Tinamou,99,41,0
Aves,Galliformes,Phasianidae,Polyplectron,bicalcaratum,Grey Peacock-Pheasant,98,3,0
Mammalia,Carnivora,Felidae,Leopardus,colocolo,Pampas Cat,98,17,0
Aves,Passeriformes,Corvidae,Corvus,cornix,Hooded Crow,98,0,0
Aves,Passeriformes,Turdidae,Turdus,hortulorum,Grey-backed Thrush,98,0,2
Aves,Galliformes,Odontophoridae,Odontophorus,speciosus,Rufous-breasted Wood-quail,98,9,0
Mammalia,Carnivora,Mustelidae,Mustela,altaica,Altai Weasel,97,4,0
Aves,Passeriformes,Timaliidae,Erythrogenys,hypoleucos,Large Scimitar-babbler,97,12,0
Mammalia,Rodentia,Sciuridae,Marmota,,Marmota Species,96,22,1
Aves,Passeriformes,Passerellidae,Pooecetes,gramineus,Vesper Sparrow,96,0,0
Aves,Charadriiformes,Charadriidae,Vanellus,indicus,Red-wattled Lapwing,96,0,0
Reptilia,Squamata,Scincidae,Egernia,cunninghami,Cunningham's skink,96,0,0
Aves,Accipitriformes,Accipitridae,Spilornis,cheela,Crested Serpent-Eagle,96,16,1
Mammalia,Rodentia,Heteromyidae,Dipodomys,microps,Chisel-toothed Kangaroo Rat,95,0,0
Mammalia,Lagomorpha,Leporidae,Lepus,corsicanus,Corsican Hare,94,0,0
Aves,Ciconiiformes,Ciconiidae,Ciconia,ciconia,White Stork,94,30,0
Aves,Passeriformes,Corvidae,Corvus,bennetti,Little Crow,94,0,0
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,glirina,Amazonian Red-sided Opossum,93,0,0
Reptilia,Squamata,Varanidae,Varanus,giganteus,Perentie,93,0,0
Reptilia,Squamata,Agamidae,Ctenophorus,caudicinctus,Ring-tailed dragon,92,9,0
Mammalia,Perissodactyla,,,,Perissodactyla Order,92,0,0
Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky Langur,92,0,0
Mammalia,Rodentia,Cricetidae,Neacomys,spinosus,Bristly Mouse,90,33,0
Mammalia,Rodentia,Sciuridae,Trogopterus,xanthipes,Complex-toothed Flying Squirrel,90,0,0
Mammalia,Rodentia,Sciuridae,Petaurista,petaurista,Red Giant Flying Squirrel,88,0,0
Mammalia,Didelphimorphia,Didelphidae,Philander,andersoni,Anderson's Four-eyed Opossum,88,3,60
Mammalia,Cingulata,Chlamyphoridae,Cabassous,unicinctus,Southern Naked-Tailed Armadillo,88,21,29
Reptilia,Squamata,Scincidae,,,Scincidae Family,87,5,0
Aves,Passeriformes,Passerellidae,Passerella,iliaca,Red Fox-sparrow,87,0,0
Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,86,0,0
Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Black-crowned Night-heron,85,11,3
Aves,Passeriformes,Mimidae,Toxostoma,redivivum,California Thrasher,84,0,0
Aves,Passeriformes,Corvidae,Aphelocoma,wollweberi,Mexican Jay,84,0,0
Aves,Passeriformes,Tyrannidae,,,Tyrannidae Family,84,5,0
Reptilia,Squamata,Agamidae,Ctenophorous,isolepsis,Military sand-dragon,84,0,0
Mammalia,Carnivora,Felidae,Lynx,,Lynx Species,84,0,0
Mammalia,Lagomorpha,Leporidae,Lepus,tolai,Tolai Hare,84,0,0
Aves,Pelecaniformes,Ardeidae,Nyctanassa,violacea,Yellow-crowned Night-heron,83,31,0
Mammalia,Afrosoricida,Tenrecidae,Setifer,,Setifer Species,83,13,0
Mammalia,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's Mouse Opossum,83,10,0
Aves,Charadriiformes,Scolopacidae,Scolopax,rusticola,Eurasian Woodcock,83,12,0
Mammalia,Primates,Cercopithecidae,Papio,cynocephalus,Yellow Baboon,82,86,0
Aves,Passeriformes,Acanthizidae,,,Acanthizidae Family,82,0,0
Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,81,0,0
Mammalia,Didelphimorphia,,,,Didelphimorphia Order,81,0,245
Aves,Psittaciformes,Cacatuidae,Cacatua,sanguinea,Little Corella,81,0,0
Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Western fence lizard,80,0,0
Aves,Passeriformes,Maluridae,Malurus,lamberti,Variegated Fairy-wren,80,16,0
Mammalia,Carnivora,Herpestidae,Helogale,parvula,Common Dwarf Mongoose,80,0,0
Mammalia,Carnivora,Felidae,Catopuma,badia,Borneo Bay Cat,79,32,0
Aves,Passeriformes,Fringillidae,Fringilla,coelebs,Common Chaffinch,79,0,0
Aves,Accipitriformes,Accipitridae,Buteogallus,meridionalis,Savanna Hawk,78,0,0
Mammalia,Primates,Cercopithecidae,Presbytis,frontata,White-fronted Langur,78,5,0
Aves,Passeriformes,Tyrannidae,Tyrannus,verticalis,Western Kingbird,78,0,0
Aves,Passeriformes,Turdidae,Catharus,swainsoni,Swainson's Thrush,78,14,0
Mammalia,Rodentia,Sciuridae,Paraxerus,palliatus,Red Bush Squirrel,77,15,0
Aves,Piciformes,Picidae,Picus,viridis,Green Woodpecker,77,28,0
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,Chequered Sengi,77,126,0
Mammalia,Carnivora,Mephitidae,Mephitis,,Mephitis Species,76,14,0
Mammalia,Cingulata,,,,Cingulata Order,76,5,5
Aves,Passeriformes,Passerellidae,Calamospiza,melanocorys,Lark Bunting,75,0,0
Mammalia,Carnivora,Hyaenidae,Proteles,cristata,Aardwolf,75,0,0
Aves,Passeriformes,Meliphagidae,Manorina,melanocephala,Noisy Miner,75,2,0
Aves,Falconiformes,Falconidae,Phalcoboenus,chimango,Chimango Caracara,75,0,0
Mammalia,Rodentia,Sciuridae,Xerus,rutilus,Unstriped Ground Squirrel,75,3,0
Mammalia,Rodentia,Cricetidae,Euryoryzomys,nitidus,Elegant Rice Rat,74,0,0
Aves,Passeriformes,Meliphagidae,Ptilotula,penicillata,White-plumed Honeyeater,74,0,0
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,weynsi,Weyns's Duiker,73,0,307
Aves,Struthioniformes,Tinamidae,Crypturellus,obsoletus,Brown Tinamou,73,6,0
Aves,Piciformes,Picidae,Dryobates,pubescens,Downy Woodpecker,73,5,8
Aves,Passeriformes,Turdidae,Sialia,currucoides,Mountain Bluebird,73,10,0
Aves,Passeriformes,Passerellidae,Arremonops,rufivirgatus,Olive Sparrow,72,0,0
Aves,Passeriformes,Thamnophilidae,Taraba,major,Great Antshrike,72,17,0
Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Red-bellied Lemur,72,0,0
Mammalia,Cetartiodactyla,Bovidae,Oreamnos,americanus,Mountain Goat,72,0,0
Mammalia,Cetartiodactyla,Bovidae,Bubalus,arnee,Domestic Water Buffalo,71,42,99
Aves,Accipitriformes,Accipitridae,Circaetus,pectoralis,Black-chested Snake-eagle,71,0,0
Mammalia,Primates,Atelidae,Alouatta,seniculus,Colombian Red Howler Monkey,71,0,58
Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Pied-billed Grebe,70,0,0
Aves,Columbiformes,Columbidae,Macropygia,phasianella,Brown Cuckoo-dove,70,0,5
Aves,Passeriformes,Corvidae,Corvus,ossifragus,Fish Crow,70,4,0
Reptilia,Testudines,Testudinidae,Gopherus,polyphemus,Gopher Tortoise,70,0,0
Mammalia,Primates,Galagidae,Galagoides,thomasi,Thomas's Dwarf Galago,70,0,0
Reptilia,Squamata,Scincidae,Tiliqua,scincoides,Eastern Blue-Tongued Lizard,69,0,0
Aves,Passeriformes,Tyrannidae,Sayornis,nigricans,Black Phoebe,69,5,0
Aves,Passeriformes,Turdidae,Turdus,dissimilis,Black-breasted Thrush,69,0,0
Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow Jumping Mouse,69,4,0
Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Brazilian Porcupine,69,0,23
Aves,Passeriformes,Motacillidae,Anthus,novaeseelandiae,Australasian Pipit,69,33,0
Aves,Passeriformes,Artamidae,Cracticus,torquatus,Grey Butcherbird,68,6,33
Mammalia,Cetartiodactyla,Bovidae,Raphicerus,sharpei,Sharpe's Grysbok,68,0,0
Aves,Passeriformes,Oreoicidae,Oreoica,gutturalis,Crested Bellbird,68,0,0
Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common Black-Hawk,67,12,0
Aves,Galliformes,Phasianidae,Pavo,muticus,Green Peafowl,67,0,0
Aves,Falconiformes,Falconidae,Micrastur,semitorquatus,Collared Forest-falcon,67,0,0
Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's Hawk,67,34,7
Mammalia,Rodentia,Echimyidae,Mesomys,,Mesomys Species,67,0,0
Aves,Piciformes,Picidae,Dryocopus,javensis,White-bellied Woodpecker,67,140,0
Aves,Strigiformes,Strigidae,,,Strigidae Family,67,18,0
Aves,Anseriformes,Anatidae,Anser,albifrons,Greater White-fronted Goose,67,0,0
Mammalia,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Greater Cane Rat,66,17,0
Mammalia,Primates,Lemuridae,Hapalemur,griseus,Eastern Lesser Bamboo Lemur,66,0,0
Aves,Passeriformes,Mimidae,Mimus,saturninus,Chalk-browed Mockingbird,66,0,0
Aves,Piciformes,Picidae,,,Picidae Family,66,1,38
Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,American Bittern,65,4,0
Mammalia,Cetartiodactyla,Suidae,,,Suidae Family,65,3,2
Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat Sand Rat,65,3,0
Aves,Struthioniformes,Struthionidae,Struthio,camelus,Common Ostrich,64,0,0
Aves,Accipitriformes,Accipitridae,Spizaetus,ornatus,Ornate Hawk-eagle,64,9,118
Aves,Piciformes,Picidae,Dendrocopos,major,Great Spotted Woodpecker,64,6,0
Reptilia,Crocodilia,Alligatoridae,Caiman,,Caiman,64,0,0
Insecta,Lepidoptera,,,,Butterflies and Moths,63,4,1
Aves,Galliformes,Cracidae,Penelope,barbata,Bearded Guan,63,33,0
Aves,Columbiformes,Columbidae,Patagioenas,fasciata,Northern Band-tailed Pigeon,63,54,3
Aves,Accipitriformes,Accipitridae,Accipiter,fasciatus,Brown Goshawk,62,6,5
Aves,Bucerotiformes,Phoeniculidae,Phoeniculus,bollei,White-headed Woodhoopoe,62,0,0
Mammalia,Carnivora,Mustelidae,Ictonyx,striatus,Zorilla,62,0,0
Aves,Otidiformes,Otididae,Eupodotis,senegalensis,White-bellied Bustard,62,3,0
Mammalia,Primates,Indriidae,Propithecus,edwardsi,Milne-Edward's Sifaka,61,0,0
Aves,Galliformes,Phasianidae,Arborophila,brunneopectus,Bar-backed Partridge,61,0,114
Aves,Cuculiformes,Cuculidae,Crotophaga,,Crotophaga Species,60,5,9
Aves,Passeriformes,Grallariidae,Grallaria,ruficapilla,Chestnut-crowned Antpitta,60,6,0
Aves,Galliformes,Phasianidae,Arborophila,chloropus,Green-legged Partridge,60,2,0
Aves,Passeriformes,Turdidae,Turdus,viscivorus,Mistle Thrush,60,121,0
Aves,Passeriformes,Rhipiduridae,Rhipidura,rufifrons,Rufous Fantail,59,6,2
Mammalia,Rodentia,Erethizontidae,Coendou,bicolor,Bicolor-spined Porcupine,59,0,0
Mammalia,Carnivora,Eupleridae,Salanoia,concolor,Brown-tailed Vontsira,59,26,0
Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Cotton Deermouse,59,0,0
Aves,Caprimulgiformes,Podargidae,Podargus,strigoides,Tawny Frogmouth,59,8,21
Aves,Passeriformes,Petroicidae,Melanodryas,cucullata,Hooded Robin,58,0,0
Aves,Passeriformes,Rhipiduridae,Rhipidura,albiscapa,Grey Fantail,58,3,7
Aves,Passeriformes,Turdidae,Turdus,serranus,Glossy-black Thrush,57,3,0
Aves,Passeriformes,Tyrannidae,Xolmis,cinereus,Grey Monjita,57,2,0
Aves,Coraciiformes,Momotidae,Baryphthengus,martii,Rufous Motmot,57,9,0
Aves,Gruiformes,Rallidae,Dryolimnas,cuvieri,White-throated Rail,57,16,0
Aves,Musophagiformes,Musophagidae,Musophaga,rossae,Ross's Turaco,57,0,0
Mammalia,Primates,Galagidae,Otolemur,garnettii,Garnett's Greater Galago,56,3,0
Aves,Galliformes,Phasianidae,Bonasa,bonasia,Hazel Grouse,56,16,3
Mammalia,Rodentia,Sciuridae,Rhinosciurus,laticaudatus,Shrew-faced Squirrel,56,3,0
Aves,Passeriformes,Troglodytidae,Cistothorus,palustris,Marsh Wren,55,0,0
Mammalia,Rodentia,Sciuridae,Guerlinguetus,brasiliensis,Brazilian Squirrel,55,0,0
Mammalia,Carnivora,Viverridae,Genetta,victoriae,Giant Genet,55,0,0
Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,Greater Hedgehog Tenrec,54,3,0
Mammalia,Diprotodontia,Petauridae,Petaurus,,Petaurus Species,54,6,0
Mammalia,Cetartiodactyla,Bovidae,Procapra,gutturosa,Mongolian Gazelle,54,0,0
Mammalia,Primates,Cercopithecidae,,,Cercopithecidae Family,54,14,12
Aves,Passeriformes,Icteridae,Quiscalus,major,Boat-tailed Grackle,54,4,0
Mammalia,Primates,Atelidae,Ateles,chamek,Black-faced Black Spider Monkey,54,0,0
Mammalia,Carnivora,Mustelidae,Galictis,cuja,Lesser Grison,54,0,0
Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,53,5,0
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,Lesser Hairy-footed Dunnart,53,0,0
Mammalia,Primates,Lorisidae,Perodicticus,potto,West African Potto,53,0,75
Mammalia,Carnivora,Felidae,Felis,chaus,Jungle Cat,53,10,0
Mammalia,Rodentia,Heteromyidae,Dipodomys,californicus,California Kangaroo Rat,53,0,0
Mammalia,Carnivora,Mustelidae,Galictis,vittata,Greater Grison,52,14,4
Mammalia,Primates,Aotidae,Aotus,vociferans,Spix's Night Monkey,52,49,0
Aves,Gruiformes,Rallidae,Rallus,madagascariensis,Madagascar Rail,52,0,0
Mammalia,Carnivora,Mustelidae,Aonyx,cinereus,Asian Small-clawed Otter,52,5,5
Aves,Cuculiformes,Cuculidae,Neomorphus,,Neomorphus Species,52,0,1
Mammalia,Rodentia,Dipodidae,Jaculus,,Jaculus Species,51,0,0
Mammalia,Primates,Cebidae,Cebus,,Cebus Species,51,57,20
Aves,Galliformes,Cracidae,Pipile,cujubi,Red-throated Piping-guan,51,0,9
Mammalia,Rodentia,Echimyidae,Proechimys,cuvieri,Cuvier's Spiny Rat,51,0,0
Aves,Gruiformes,Rallidae,Rallina,eurizonoides,Slaty-legged Crake,51,0,0
Aves,Falconiformes,Falconidae,Micrastur,mintoni,Cryptic Forest-falcon,51,0,0
Mammalia,Rodentia,Sciuridae,Eutamias,sibiricus,Siberian Chipmunk,50,0,0
Mammalia,Diprotodontia,Pseudocheiridae,,,Ringtail Possum Family,50,0,0
Aves,Falconiformes,Falconidae,Daptrius,ater,Black Caracara,50,0,0
Aves,Passeriformes,Furnariidae,Cinclodes,fuscus,Bar-winged Cinclodes,50,0,0
Aves,Passeriformes,Pycnonotidae,Bleda,notatus,Yellow-lored Bristlebill,50,0,0
Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddleback Tamarin,50,0,0
Aves,Pelecaniformes,Threskiornithidae,Theristicus,caudatus,Buff-necked Ibis,49,0,26
Mammalia,Rodentia,Nesomyidae,Eliurus,webbi,Webb's Tuft-tailed Rat,49,6,0
Mammalia,Primates,Cebidae,Cebus,kaapori,Ka'apor Capuchin,49,3,0
Aves,Galliformes,Phasianidae,Galloperdix,spadicea,Red Spurfowl,49,1,0
Mammalia,Carnivora,Mustelidae,Mustela,nudipes,Malay Weasel,48,10,0
Aves,Passeriformes,Turdidae,Turdus,fulviventris,Chestnut-bellied Thrush,48,0,0
Mammalia,Rodentia,Caviidae,Cavia,tschudii,Montane Guinea Pig,48,0,0
Aves,Passeriformes,Passerellidae,Zonotrichia,capensis,Rufous-collared Sparrow,48,0,0
Aves,Passeriformes,Furnariidae,Furnarius,rufus,Rufous Hornero,48,0,0
Aves,Bucerotiformes,Bucerotidae,Bycanistes,brevis,Silvery-cheeked Hornbill,48,0,0
Aves,Passeriformes,Grallariidae,Grallaria,quitensis,Western Tawny Antpitta,48,0,0
Aves,Galliformes,Cracidae,Mitu,,Mitu Species,48,0,0
Mammalia,Rodentia,Heteromyidae,Dipodomys,ingens,Giant Kangaroo Rat,47,0,0
Aves,Charadriiformes,Laridae,Larus,ridibundus,Black-headed Gull,47,0,0
Aves,Passeriformes,Parulidae,Setophaga,coronata,Myrtle Warbler,47,0,0
Aves,Struthioniformes,Tinamidae,Crypturellus,tataupa,Tataupa Tinamou,47,10,0
Aves,Passeriformes,Turdidae,Turdus,pelios,African Thrush,46,0,0
Aves,Columbiformes,Columbidae,Geotrygon,violacea,Violaceous Quail-dove,46,1,0
Aves,Passeriformes,Corvidae,Pyrrhocorax,graculus,Yellow-billed Chough,46,0,0
Aves,Passeriformes,Thraupidae,Islerothraupis,cristata,Flame-crested Tanager,45,2,0
Aves,Struthioniformes,Tinamidae,Nothura,maculosa,Spotted Nothura,45,3,0
Aves,Accipitriformes,,,,Accipitriformes Order,45,0,24
Aves,Passeriformes,Tyrannidae,Xolmis,velatus,White-rumped Monjita,45,5,0
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black Rhinoceros,45,0,0
Mammalia,Diprotodontia,Burramyidae,Cercartetus,nanus,Eastern Pygmy Possum,45,0,1
Aves,Piciformes,Ramphastidae,Ramphastos,,Ramphastos Species,45,0,0
Aves,Passeriformes,Estrildidae,Taeniopygia,castanotis,Australian Zebra Finch,44,10,0
Mammalia,Didelphimorphia,Didelphidae,Marmosa,demerarae,Woolly Mouse Opossum,44,6,0
Mammalia,Rodentia,Sciuridae,Ratufa,affinis,Pale Giant Squirrel,44,14,0
Aves,Passeriformes,Acanthizidae,Origma,solitaria,Rock Warbler,44,0,2
Aves,Cuculiformes,Cuculidae,Carpococcyx,renauldi,Coral-billed Ground-cuckoo,44,6,0
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,,Antechinus Species,43,3,77
Mammalia,Rodentia,Sciuridae,Sciurus,variegatoides,Variegated Squirrel,43,0,0
Aves,Columbiformes,Columbidae,Geopelia,placida,Peaceful Dove,42,0,0
Aves,Psittaciformes,Cacatuidae,Zanda,funerea,Yellow-tailed Black-cockatoo,42,0,1
Aves,Galliformes,Cracidae,Ortalis,superciliaris,Buff-browed Chachalaca,42,0,0
Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,Grasshopper Sparrow,42,0,0
Aves,Cuculiformes,Cuculidae,Coua,caerulea,Blue Coua,41,6,0
Aves,Columbiformes,Columbidae,Zenaida,asiatica,White-winged Dove,41,4,0
Aves,Accipitriformes,Accipitridae,Leucopternis,kuhli,White-browed Hawk,41,0,0
Mammalia,Primates,Atelidae,Ateles,belzebuth,White-bellied Spider Monkey,41,0,0
